,Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating_GasA,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MoSold,YrSold,SaleType,SaleCondition,SalePrice
714,755,182418.6891566265,187622.19817767653,61.0,7930.0,163446.12016574584,177413.43873517786,144327.76923076922,180547.00310237848,181172.9493534483,175402.9982078853,6,8,1969,2005,169200.16933638445,169366.13414634147,163764.19811320756,154851.22652757078,0.0,143700.55211267606,181010.90194075587,147345.293877551,138746.25702811245,179594.289,163367.66666666666,231276.74683544305,439.0,163673.61111111112,115.0,1026.0,1,156052.79005524862,1,182532.71540726203,1026.0,0.0,1026.0,1,0,1,0,3,1,206967.4105504587,5,180509.29332042593,0,141358.1062618596,131376.54362416107,1969,198149.3944099379,2,440.0,183698.4262948207,183826.90198019802,182820.0983284169,171.0,48.0,0.0,0.0,0.0,0.0,7,2009,168604.8875,170516.6917211329,156000.0
715,757,235063.72368421053,186581.87727272726,68.0,10769.0,200618.48888888888,176475.13129318855,198145.13223140495,180391.6176165803,181100.960554371,207296.32424242425,8,5,2007,2007,168847.41216216216,212316.2904040404,213058.82945736434,153548.4009009009,0.0,227223.675,179981.34489795918,220832.42126789366,198896.22826086957,179473.92152917504,202287.48823529412,232667.3046357616,20.0,180954.4012605042,846.0,866.0,1,208879.11190053285,1,181595.61040235526,866.0,902.0,1768.0,0,0,2,1,3,1,207212.8132118451,7,179233.31502890174,0,141214.7731568998,197813.3990895296,2007,199567.96996996997,2,578.0,182840.3976023976,182824.1293188549,181552.99216454456,144.0,105.0,0.0,0.0,0.0,0.0,4,2009,168001.2685185185,169846.30032292788,212000.0
716,758,226907.44545454546,186487.34171428572,69.64470391993328,11616.0,197815.20218579235,176195.9910802775,135285.7962962963,180586.07395833332,181350.13383297645,198683.2117647059,6,5,1978,1978,210409.76923076922,158253.41379310345,162571.525,136030.91666666666,328.0,142607.9657142857,180408.88663967612,147645.2036659878,138407.84879032258,178833.80857427718,194805.0,147394.5090909091,438.0,180767.4566353187,234.0,672.0,1,139245.04587155965,1,182855.23639960436,672.0,714.0,1386.0,0,0,2,1,3,1,137829.42190305208,6,179417.96038647342,1,199190.8354978355,199984.02095808383,1978,230367.66015625,2,440.0,183517.74474474473,183679.7400793651,181506.49709302327,335.0,0.0,0.0,0.0,0.0,0.0,4,2010,169911.19131334024,139755.86075949366,158900.0
717,759,136690.26086956522,209593.72727272726,24.0,2280.0,162774.52192362092,177298.7721893491,224274.49180327868,180875.02087682672,137312.12121212122,204254.3969230769,7,5,1999,1999,168495.4235560589,149189.93922651935,149324.17514124294,199949.1036585366,360.0,141400.48057553958,180297.35699588477,220567.05432595575,199793.56050955414,179980.99899699097,164921.8512064343,155425.46583850932,549.0,180764.27979274612,195.0,744.0,1,153712.65384615384,1,182982.32011892964,757.0,744.0,1501.0,0,0,2,1,3,1,138250.20714285714,6,179131.57375478928,0,141033.6074074074,131046.31907894737,1999,138552.94396551725,2,440.0,183788.4348697395,183837.3174129353,182345.1261083744,0.0,0.0,0.0,0.0,0.0,0.0,8,2008,169357.070030896,171699.16339869282,179400.0
718,760,231862.54337899544,187622.19817767653,65.0,12257.0,202487.78151260506,177413.43873517786,298932.17391304346,180547.00310237848,181172.9493534483,201402.20234604104,8,5,1995,1995,169200.16933638445,210547.68274111676,211422.01302083334,196705.20833333334,513.0,227440.1151685393,181010.90194075587,221534.43326488708,198171.35897435897,179594.289,204112.19298245615,143095.5357142857,56.0,181000.0,1198.0,1318.0,1,208943.3315602837,1,182532.71540726203,1328.0,1203.0,2531.0,0,0,2,1,4,1,206967.4105504587,9,180509.29332042593,1,195229.21097046413,198523.3097744361,1995,198149.3944099379,3,752.0,183698.4262948207,183826.90198019802,182820.0983284169,222.0,98.0,0.0,0.0,0.0,0.0,11,2007,168604.8875,170516.6917211329,290000.0
719,761,186861.64938271604,189218.55922551252,70.0,9100.0,165578.17422096318,179619.6673306773,143446.51234567902,183108.3451143451,183215.04731182795,176660.770609319,6,6,1959,1959,216283.6037735849,144508.08219178082,144555.57142857142,155194.31659056316,0.0,143121.05547445256,182573.24458204335,147910.58860759492,138749.6673427992,181456.6616766467,164924.63710777627,147238.2626262626,612.0,182623.3105590062,252.0,864.0,1,214428.42477876105,1,184637.5371819961,864.0,0.0,864.0,0,0,1,0,2,1,138563.32072072072,5,182083.1247582205,0,142411.0936936937,130702.21403508772,2008,140401.31453362256,1,300.0,182325.0,157114.16666666666,184424.91788856304,0.0,0.0,0.0,0.0,0.0,0.0,10,2009,170718.5841995842,173010.02195389682,127500.0
720,762,96468.28846153847,120896.30303030302,60.0,6911.0,164780.9323943662,176195.9910802775,124077.97619047618,141330.2711864407,181350.13383297645,175577.40535714285,5,5,1924,1950,168565.13856812933,141354.87096774194,144402.6821192053,154227.5994020927,0.0,142607.9657142857,180408.88663967612,221144.673553719,138407.84879032258,178833.80857427718,194805.0,149171.9298245614,405.0,180767.4566353187,740.0,1145.0,1,139245.04587155965,1,182855.23639960436,1301.0,0.0,1301.0,0,0,1,0,2,1,105991.96875,5,147736.95652173914,0,141457.3271719039,130494.3890784983,1965,138961.6551724138,2,440.0,183517.74474474473,183679.7400793651,181506.49709302327,0.0,0.0,0.0,0.0,0.0,0.0,10,2009,169911.19131334024,172175.2729257642,100000.0
721,763,232912.70967741936,209593.72727272726,72.0,8640.0,162774.52192362092,177298.7721893491,224274.49180327868,180875.02087682672,180903.52580645162,204254.3969230769,7,5,2009,2009,168495.4235560589,212695.64160401002,213439.568877551,152810.35661218426,0.0,141400.48057553958,180297.35699588477,220567.05432595575,199793.56050955414,179980.99899699097,182366.8924731183,233085.95,24.0,180764.27979274612,732.0,756.0,1,209531.73483535528,1,182982.32011892964,764.0,783.0,1547.0,0,0,2,1,3,1,207176.38,7,179131.57375478928,0,141033.6074074074,199104.21984732823,2009,138552.94396551725,2,614.0,183788.4348697395,183837.3174129353,182345.1261083744,169.0,45.0,0.0,0.0,0.0,0.0,6,2010,148793.57894736843,171699.16339869282,215200.0
722,764,235063.72368421053,186581.87727272726,82.0,9430.0,163205.44937586685,176475.13129318855,301001.48148148146,180391.6176165803,181100.960554371,207296.32424242425,8,5,1999,1999,168847.41216216216,212316.2904040404,213058.82945736434,198128.0,673.0,227223.675,179981.34489795918,220832.42126789366,198896.22826086957,179473.92152917504,188052.94186046513,232667.3046357616,1163.0,180954.4012605042,89.0,1252.0,1,208879.11190053285,1,181595.61040235526,1268.0,1097.0,2365.0,1,0,2,1,3,1,207212.8132118451,8,179233.31502890174,1,219026.43402777778,197813.3990895296,1999,199567.96996996997,3,856.0,182840.3976023976,182824.1293188549,181552.99216454456,0.0,128.0,0.0,0.0,180.0,0.0,7,2009,168001.2685185185,169846.30032292788,337000.0
723,765,196939.47692307693,186581.87727272726,30.0,9549.0,200618.48888888888,176475.13129318855,176983.33333333334,180391.6176165803,177733.7375,171701.8237410072,8,5,1995,1996,211886.06565656565,172193.24324324325,154438.23529411765,153548.4009009009,0.0,227223.675,159761.99074074073,220832.42126789366,198896.22826086957,208254.0625,202287.48823529412,144993.5483870968,437.0,163977.27272727274,0.0,1494.0,1,208879.11190053285,1,181595.61040235526,1494.0,0.0,1494.0,1,0,1,1,2,1,317981.18055555556,6,179233.31502890174,1,219026.43402777778,197813.3990895296,1995,233710.336,2,481.0,182840.3976023976,182824.1293188549,181552.99216454456,0.0,30.0,0.0,0.0,216.0,0.0,4,2006,168001.2685185185,169846.30032292788,270000.0
724,766,183683.23741007195,187454.12826333713,75.0,14587.0,200355.61559139786,177298.7721893491,224274.49180327868,180875.02087682672,180903.52580645162,174205.26573426573,9,5,2008,2008,168495.4235560589,212695.64160401002,213439.568877551,268206.48,284.0,226537.26809651474,180297.35699588477,220567.05432595575,199793.56050955414,179980.99899699097,164921.8512064343,168124.03746397694,0.0,180764.27979274612,1498.0,1498.0,1,209531.73483535528,1,182982.32011892964,1506.0,0.0,1506.0,0,0,2,0,2,1,320767.11267605633,6,179131.57375478928,1,222446.65853658537,199104.21984732823,2008,233770.74903474902,2,592.0,183788.4348697395,183837.3174129353,182345.1261083744,0.0,174.0,0.0,0.0,0.0,0.0,8,2008,278882.606741573,275148.6956521739,264132.0
725,767,232912.70967741936,187454.12826333713,80.0,10421.0,162774.52192362092,177298.7721893491,188385.9649122807,180875.02087682672,180903.52580645162,204254.3969230769,7,5,1988,1988,168495.4235560589,157910.87272727274,161375.2894736842,199949.1036585366,42.0,141400.48057553958,180297.35699588477,146631.36652542374,199793.56050955414,179980.99899699097,164921.8512064343,233085.95,394.0,180764.27979274612,586.0,980.0,1,137154.55732484077,1,182982.32011892964,980.0,734.0,1714.0,0,0,2,1,3,1,138250.20714285714,7,179131.57375478928,1,198446.0720338983,199104.21984732823,1988,138552.94396551725,2,496.0,183788.4348697395,183837.3174129353,182345.1261083744,228.0,66.0,156.0,0.0,0.0,0.0,3,2010,169357.070030896,171699.16339869282,196500.0
726,768,139552.4537815126,186581.87727272726,75.0,12508.0,200618.48888888888,176475.13129318855,155151.42857142858,180391.6176165803,181100.960554371,139705.936,6,7,1940,1985,168847.41216216216,212316.2904040404,213058.82945736434,153548.4009009009,0.0,142847.1985915493,179981.34489795918,145839.28274428274,198896.22826086957,179473.92152917504,188052.94186046513,155712.64534883722,660.0,180954.4012605042,323.0,983.0,1,208879.11190053285,1,181595.61040235526,983.0,767.0,1750.0,1,0,2,0,4,1,138572.7704347826,7,130693.75,0,141214.7731568998,197813.3990895296,1989,139109.56382978722,1,423.0,182840.3976023976,182824.1293188549,181552.99216454456,245.0,0.0,156.0,0.0,0.0,0.0,7,2008,168001.2685185185,169846.30032292788,160000.0
727,769,180351.13170731708,186581.87727272726,70.0,9100.0,163205.44937586685,176475.13129318855,198145.13223140495,180391.6176165803,181100.960554371,171701.8237410072,7,5,2004,2005,211886.06565656565,212316.2904040404,213058.82945736434,153548.4009009009,0.0,227223.675,179981.34489795918,220832.42126789366,198896.22826086957,179473.92152917504,163078.9304229195,232667.3046357616,24.0,180954.4012605042,1836.0,1860.0,1,208879.11190053285,1,181595.61040235526,1836.0,0.0,1836.0,0,0,2,0,3,1,207212.8132118451,8,179233.31502890174,1,219026.43402777778,197813.3990895296,2004,233710.336,2,484.0,182840.3976023976,182824.1293188549,181552.99216454456,120.0,33.0,0.0,0.0,0.0,0.0,10,2006,168001.2685185185,169846.30032292788,216837.0
728,771,149186.66666666666,187454.12826333713,69.64470391993328,7252.0,200355.61559139786,177298.7721893491,137628.64912280702,180875.02087682672,180903.52580645162,132490.0,5,5,1982,1982,211707.6807511737,138940.7142857143,139582.17532467534,152810.35661218426,0.0,141400.48057553958,180297.35699588477,146631.36652542374,199793.56050955414,179980.99899699097,205656.0559006211,233085.95,685.0,180764.27979274612,173.0,858.0,1,137154.55732484077,1,182982.32011892964,858.0,0.0,858.0,1,0,1,0,2,1,138250.20714285714,5,179131.57375478928,0,141033.6074074074,131046.31907894737,1983,138552.94396551725,2,576.0,183788.4348697395,183837.3174129353,182345.1261083744,120.0,0.0,0.0,0.0,0.0,0.0,4,2009,169357.070030896,171699.16339869282,134900.0
729,772,182418.6891566265,187622.19817767653,67.0,8877.0,163446.12016574584,177413.43873517786,129388.57142857143,180547.00310237848,181172.9493534483,175402.9982078853,4,5,1951,1951,169200.16933638445,135916.70138888888,139473.60714285713,154851.22652757078,0.0,143700.55211267606,181010.90194075587,147345.293877551,115421.15384615384,115210.60606060606,163367.66666666666,143095.5357142857,836.0,181357.03958333333,0.0,836.0,1,141175.93617021278,1,112281.85,1220.0,0.0,1220.0,0,0,1,0,2,1,139980.8272251309,6,180509.29332042593,0,141358.1062618596,131376.54362416107,1951,140283.6553911205,2,396.0,183698.4262948207,183826.90198019802,182820.0983284169,0.0,0.0,0.0,0.0,0.0,0.0,4,2006,140074.2857142857,170516.6917211329,102000.0
730,773,165453.54166666666,189218.55922551252,94.0,7819.0,165578.17422096318,179619.6673306773,128981.44927536232,183108.3451143451,183215.04731182795,162414.0,6,5,1976,1976,170250.50286368842,168823.12987012987,164472.55140186916,155194.31659056316,0.0,143121.05547445256,182573.24458204335,147910.58860759492,138749.6673427992,181456.6616766467,207907.16860465117,156864.84375,422.0,151656.04545454544,480.0,1029.0,1,140173.59270516716,1,184637.5371819961,1117.0,0.0,1117.0,1,0,1,0,3,1,138563.32072072072,6,182083.1247582205,1,198659.1814159292,130702.21403508772,1976,140401.31453362256,2,672.0,185342.89207920793,185399.1850393701,184424.91788856304,144.0,0.0,0.0,0.0,0.0,0.0,3,2010,170718.5841995842,139510.97530864197,107000.0
731,774,180351.13170731708,186581.87727272726,70.0,10150.0,163205.44937586685,176475.13129318855,144000.8494623656,141089.41666666666,181100.960554371,171701.8237410072,5,5,1958,1958,168847.41216216216,146825.77160493826,148906.1320754717,153548.4009009009,0.0,142847.1985915493,179981.34489795918,145839.28274428274,138004.29960317462,179473.92152917504,163078.9304229195,143533.4563106796,456.0,180954.4012605042,456.0,912.0,1,208879.11190053285,1,126458.61764705883,912.0,0.0,912.0,0,0,1,0,2,1,138572.7704347826,5,179233.31502890174,0,141214.7731568998,197813.3990895296,1958,199567.96996996997,1,275.0,182840.3976023976,182824.1293188549,181552.99216454456,0.0,0.0,0.0,0.0,0.0,0.0,7,2007,142426.7857142857,169846.30032292788,114500.0
732,775,186861.64938271604,189218.55922551252,110.0,14226.0,165578.17422096318,179619.6673306773,327862.5172413793,183108.3451143451,183215.04731182795,176660.770609319,8,5,2006,2006,216283.6037735849,213496.89108910892,214202.43654822334,198827.07826086957,375.0,226989.64116094986,182573.24458204335,222195.38356164383,200477.1480686695,181456.6616766467,207907.16860465117,168417.003058104,0.0,182623.3105590062,1935.0,1935.0,1,151179.75555555554,1,184637.5371819961,1973.0,0.0,1973.0,0,0,2,0,3,1,208470.45333333334,9,182083.1247582205,1,232245.13553113554,200127.7132243685,2006,234133.68864468863,3,895.0,185342.89207920793,185399.1850393701,184424.91788856304,315.0,45.0,0.0,0.0,0.0,0.0,7,2007,280637.8191489362,280637.8191489362,395000.0
733,776,199852.48611111112,119668.72781065089,32.0,4500.0,162774.52192362092,177298.7721893491,157778.5806451613,180875.02087682672,182706.93406593407,174205.26573426573,6,5,1998,1998,211707.6807511737,212695.64160401002,213439.568877551,199949.1036585366,320.0,141400.48057553958,180297.35699588477,220567.05432595575,323485.0120481928,179980.99899699097,164921.8512064343,233085.95,866.0,180764.27979274612,338.0,1204.0,1,209531.73483535528,1,182982.32011892964,1204.0,0.0,1204.0,1,0,2,0,2,1,138250.20714285714,5,179131.57375478928,0,141033.6074074074,199104.21984732823,1998,233770.74903474902,2,412.0,183788.4348697395,183837.3174129353,182345.1261083744,0.0,247.0,0.0,0.0,0.0,0.0,6,2009,169357.070030896,171699.16339869282,162000.0
734,777,186861.64938271604,189218.55922551252,86.0,11210.0,202476.10875331564,179619.6673306773,196786.0650406504,183108.3451143451,183215.04731182795,176660.770609319,7,5,2005,2006,170250.50286368842,213496.89108910892,214202.43654822334,198827.07826086957,240.0,226989.64116094986,182573.24458204335,222195.38356164383,200477.1480686695,181456.6616766467,207907.16860465117,231849.82686567164,20.0,182623.3105590062,1594.0,1614.0,1,214428.42477876105,1,184637.5371819961,1614.0,0.0,1614.0,0,0,2,0,3,1,208470.45333333334,7,182083.1247582205,0,142411.0936936937,200127.7132243685,2005,202065.29780564262,3,865.0,185342.89207920793,185399.1850393701,184424.91788856304,144.0,59.0,0.0,0.0,0.0,0.0,7,2006,280637.8191489362,280637.8191489362,221500.0
735,778,184542.8266033254,186487.34171428572,100.0,13350.0,197815.20218579235,176195.9910802775,135285.7962962963,180586.07395833332,181350.13383297645,175577.40535714285,5,5,1974,1974,210409.76923076922,158253.41379310345,162673.81,154227.5994020927,0.0,142607.9657142857,180408.88663967612,147645.2036659878,138407.84879032258,178833.80857427718,163227.12113055182,157848.95833333334,762.0,180767.4566353187,102.0,864.0,1,139245.04587155965,1,182855.23639960436,894.0,0.0,894.0,1,0,1,0,3,1,137829.42190305208,5,179417.96038647342,1,169425.0,199984.02095808383,1974,138961.6551724138,2,440.0,183517.74474474473,183679.7400793651,181506.49709302327,241.0,0.0,0.0,0.0,0.0,0.0,6,2006,169911.19131334024,172175.2729257642,142500.0
736,779,128369.71428571429,128077.83333333333,60.0,8400.0,164780.9323943662,176195.9910802775,183952.14285714287,141330.2711864407,128369.71428571429,175577.40535714285,5,5,1977,1977,168565.13856812933,170008.30263157896,162673.81,198588.55855855855,320.0,142607.9657142857,180408.88663967612,122726.13636363637,107715.17857142857,107715.17857142857,107715.17857142857,107715.17857142857,0.0,107715.17857142857,0.0,0.0,1,139245.04587155965,1,182855.23639960436,2020.0,0.0,2020.0,0,0,2,0,4,2,137829.42190305208,10,179417.96038647342,2,199190.8354978355,130494.3890784983,1977,138961.6551724138,2,630.0,183517.74474474473,183679.7400793651,181506.49709302327,0.0,0.0,0.0,0.0,0.0,0.0,10,2007,169911.19131334024,172175.2729257642,144000.0
737,780,129249.5945945946,187454.12826333713,78.0,10530.0,162774.52192362092,177298.7721893491,157778.5806451613,180875.02087682672,129249.5945945946,132490.0,6,5,1977,1977,168495.4235560589,170581.14084507042,161423.5294117647,199949.1036585366,90.0,141400.48057553958,180297.35699588477,146631.36652542374,199793.56050955414,179980.99899699097,245353.4642857143,233085.95,975.0,180764.27979274612,0.0,975.0,1,137154.55732484077,1,182982.32011892964,1004.0,0.0,1004.0,1,0,1,0,2,1,138250.20714285714,4,179131.57375478928,0,141033.6074074074,199104.21984732823,1977,138552.94396551725,2,504.0,183788.4348697395,183837.3174129353,182345.1261083744,0.0,0.0,0.0,0.0,0.0,0.0,5,2006,169357.070030896,171699.16339869282,135000.0
738,781,184542.8266033254,186487.34171428572,63.0,7875.0,164780.9323943662,176195.9910802775,194068.7,180586.07395833332,181350.13383297645,175577.40535714285,7,5,1995,1996,168565.13856812933,158253.41379310345,162571.525,198588.55855855855,38.0,142607.9657142857,180408.88663967612,221144.673553719,200197.4252631579,221427.26086956522,163227.12113055182,164336.6226993865,0.0,180767.4566353187,1237.0,1237.0,1,153608.66666666666,1,182855.23639960436,1253.0,0.0,1253.0,0,0,2,0,3,1,137829.42190305208,6,179417.96038647342,1,199190.8354978355,199984.02095808383,1995,230367.66015625,2,402.0,183517.74474474473,183679.7400793651,181506.49709302327,220.0,21.0,0.0,0.0,0.0,0.0,6,2007,169911.19131334024,172175.2729257642,176000.0
739,782,226907.44545454546,186487.34171428572,65.0,7153.0,164780.9323943662,176195.9910802775,183952.14285714287,180586.07395833332,181350.13383297645,198683.2117647059,6,5,1992,1992,168565.13856812933,212808.1829573935,213207.11253196932,154227.5994020927,0.0,227315.58967391305,158972.33333333334,221144.673553719,200197.4252631579,178833.80857427718,163227.12113055182,157848.95833333334,387.0,180767.4566353187,374.0,761.0,1,210189.34168157424,1,182855.23639960436,810.0,793.0,1603.0,0,0,2,1,3,1,208817.12362030905,7,179417.96038647342,0,141457.3271719039,199984.02095808383,1992,202389.72727272726,2,484.0,183517.74474474473,183679.7400793651,181506.49709302327,0.0,124.0,0.0,0.0,0.0,0.0,7,2006,169911.19131334024,172175.2729257642,175900.0
740,783,180351.13170731708,186581.87727272726,67.0,16285.0,206310.5806451613,176475.13129318855,198145.13223140495,180391.6176165803,181100.960554371,171701.8237410072,7,5,2001,2002,168847.41216216216,212316.2904040404,213058.82945736434,153548.4009009009,0.0,227223.675,179981.34489795918,220832.42126789366,198896.22826086957,179473.92152917504,163078.9304229195,168276.95718654434,0.0,180954.4012605042,1413.0,1413.0,1,208879.11190053285,1,181595.61040235526,1430.0,0.0,1430.0,0,0,2,0,3,1,207212.8132118451,6,179233.31502890174,0,141214.7731568998,197813.3990895296,2001,199567.96996996997,2,605.0,182840.3976023976,182824.1293188549,181552.99216454456,0.0,33.0,0.0,0.0,0.0,0.0,6,2009,168001.2685185185,169846.30032292788,187100.0
741,784,146528.57142857142,186487.34171428572,69.64470391993328,9101.0,197815.20218579235,176195.9910802775,157126.5641025641,180586.07395833332,181350.13383297645,128956.15384615384,5,6,1978,1978,168565.13856812933,170008.30263157896,162673.81,198588.55855855855,104.0,142607.9657142857,158972.33333333334,221144.673553719,200197.4252631579,178833.80857427718,202039.33333333334,231619.0253968254,1097.0,180767.4566353187,0.0,1097.0,1,210189.34168157424,1,182855.23639960436,1110.0,0.0,1110.0,1,0,1,0,1,1,208817.12362030905,4,179417.96038647342,1,199190.8354978355,199984.02095808383,1978,230367.66015625,2,602.0,183517.74474474473,183679.7400793651,181506.49709302327,303.0,30.0,0.0,0.0,0.0,0.0,7,2009,169911.19131334024,172175.2729257642,165500.0
742,785,123717.85714285714,121280.30674846626,35.0,6300.0,165578.17422096318,179619.6673306773,116530.0,183108.3451143451,183215.04731182795,150750.0,6,6,1914,2001,170250.50286368842,144508.08219178082,140520.0,155194.31659056316,0.0,143121.05547445256,182573.24458204335,147910.58860759492,138749.6673427992,181456.6616766467,164924.63710777627,168417.003058104,0.0,182623.3105590062,742.0,742.0,1,214428.42477876105,1,184637.5371819961,742.0,742.0,1484.0,0,0,2,0,3,1,138563.32072072072,9,182083.1247582205,1,232245.13553113554,101134.74576271187,0,101134.74576271187,0,0.0,101134.74576271187,101134.74576271187,184424.91788856304,0.0,291.0,134.0,0.0,0.0,0.0,6,2008,170718.5841995842,173010.02195389682,128000.0
743,786,186861.64938271604,189218.55922551252,69.64470391993328,9790.0,165578.17422096318,179619.6673306773,187753.59649122806,135325.64516129033,183215.04731182795,176660.770609319,6,5,1967,1967,170250.50286368842,190327.14285714287,144555.57142857142,155194.31659056316,0.0,143121.05547445256,182573.24458204335,147910.58860759492,138749.6673427992,181456.6616766467,164924.63710777627,147238.2626262626,251.0,163012.5,491.0,1372.0,1,140173.59270516716,1,184637.5371819961,1342.0,0.0,1342.0,0,0,2,0,3,1,138563.32072072072,7,182083.1247582205,1,232245.13553113554,200127.7132243685,1967,140401.31453362256,2,457.0,185342.89207920793,185399.1850393701,184424.91788856304,0.0,0.0,0.0,0.0,197.0,0.0,9,2009,170718.5841995842,173010.02195389682,161500.0
744,787,141757.40384615384,120896.30303030302,60.0,10800.0,164780.9323943662,176195.9910802775,118192.61904761905,119685.0,181350.13383297645,141204.23423423423,5,6,1915,1950,168565.13856812933,148198.27108433735,148434.24223602485,154227.5994020927,0.0,142607.9657142857,158972.33333333334,221144.673553719,113847.17857142857,178833.80857427718,163227.12113055182,149171.9298245614,686.0,180767.4566353187,0.0,686.0,1,139245.04587155965,1,182855.23639960436,966.0,686.0,1652.0,1,0,2,0,4,1,137829.42190305208,7,179417.96038647342,0,141457.3271719039,130494.3890784983,1961,138961.6551724138,1,416.0,183517.74474474473,183679.7400793651,181506.49709302327,0.0,0.0,196.0,0.0,0.0,0.0,6,2010,169911.19131334024,172175.2729257642,139000.0
745,788,231862.54337899544,187622.19817767653,76.0,10142.0,202487.78151260506,177413.43873517786,177815.425,180547.00310237848,181172.9493534483,201402.20234604104,7,5,2004,2004,169200.16933638445,210547.68274111676,211422.01302083334,154851.22652757078,0.0,227440.1151685393,181010.90194075587,221534.43326488708,198171.35897435897,179594.289,163367.66666666666,231276.74683544305,656.0,181357.03958333333,300.0,956.0,1,208943.3315602837,1,182532.71540726203,956.0,1128.0,2084.0,1,0,2,1,4,1,206967.4105504587,8,180509.29332042593,0,141358.1062618596,257325.868852459,2004,198149.3944099379,2,618.0,183698.4262948207,183826.90198019802,182820.0983284169,0.0,45.0,0.0,0.0,0.0,0.0,1,2010,168604.8875,170516.6917211329,233000.0
746,789,184542.8266033254,120896.30303030302,50.0,6000.0,164780.9323943662,176195.9910802775,118192.61904761905,180586.07395833332,181350.13383297645,175577.40535714285,4,7,1954,2000,168565.13856812933,148198.27108433735,148434.24223602485,154227.5994020927,0.0,142607.9657142857,180408.88663967612,147645.2036659878,138407.84879032258,178833.80857427718,163227.12113055182,164336.6226993865,0.0,180767.4566353187,901.0,901.0,1,210189.34168157424,1,182855.23639960436,901.0,0.0,901.0,0,0,1,0,2,1,137829.42190305208,4,179417.96038647342,0,141457.3271719039,130494.3890784983,1954,138961.6551724138,1,281.0,116573.94444444444,183679.7400793651,181506.49709302327,0.0,0.0,0.0,0.0,0.0,0.0,8,2008,169911.19131334024,172175.2729257642,107900.0
747,790,232912.70967741936,187454.12826333713,69.64470391993328,12205.0,200355.61559139786,177222.22222222222,196488.8,180875.02087682672,180903.52580645162,204254.3969230769,6,8,1966,2007,168495.4235560589,157910.87272727274,161375.2894736842,199949.1036585366,157.0,141400.48057553958,180297.35699588477,146631.36652542374,138549.28942115768,113431.08108108108,245353.4642857143,145172.54901960783,568.0,180764.27979274612,264.0,832.0,1,153712.65384615384,1,182982.32011892964,976.0,1111.0,2087.0,0,0,2,1,5,1,207176.38,9,179131.57375478928,0,141033.6074074074,199104.21984732823,1966,233770.74903474902,2,444.0,183788.4348697395,183837.3174129353,182345.1261083744,133.0,168.0,0.0,0.0,0.0,0.0,7,2007,169357.070030896,171699.16339869282,187500.0
748,791,203454.42253521126,189218.55922551252,43.0,3182.0,165578.17422096318,179619.6673306773,201637.18181818182,183108.3451143451,187128.32222222222,176660.770609319,7,5,2005,2006,170250.50286368842,213496.89108910892,214202.43654822334,198827.07826086957,11.0,226989.64116094986,182573.24458204335,222195.38356164383,200477.1480686695,181456.6616766467,164924.63710777627,231849.82686567164,16.0,182623.3105590062,1129.0,1145.0,1,214428.42477876105,1,184637.5371819961,1145.0,0.0,1145.0,0,0,2,0,2,1,208470.45333333334,5,182083.1247582205,1,232245.13553113554,200127.7132243685,2005,234133.68864468863,2,397.0,185342.89207920793,185399.1850393701,184424.91788856304,100.0,16.0,0.0,0.0,0.0,0.0,9,2009,170718.5841995842,173010.02195389682,160200.0
749,792,170877.31707317074,186581.87727272726,69.64470391993328,11333.0,200618.48888888888,176475.13129318855,155151.42857142858,180391.6176165803,181100.960554371,167222.7659574468,6,5,1976,1976,168847.41216216216,157514.8502994012,159788.83116883118,153548.4009009009,0.0,142847.1985915493,179981.34489795918,220832.42126789366,198896.22826086957,179473.92152917504,202287.48823529412,155712.64534883722,539.0,180954.4012605042,490.0,1029.0,1,137957.70347003156,1,181595.61040235526,1062.0,0.0,1062.0,1,0,1,0,3,1,138572.7704347826,5,179233.31502890174,2,198566.82905982906,197813.3990895296,1976,199567.96996996997,2,539.0,182840.3976023976,182824.1293188549,181552.99216454456,120.0,0.0,0.0,0.0,0.0,0.0,5,2007,168001.2685185185,169846.30032292788,146800.0
